MAC,SSID,AuthMode,FirstSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,RCOIs,MfgrId,Type
64:16:7f:9f:19:f5,Conference,Smartphone;10,2023-10-09 15:16:39,,524,-79,48.94207223593402,2.3058447241608246,134,157.5,,,BT
4c:71:0d:0d:95:ed,Visiteurs Kepler,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:39,108,5540,-74,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
4c:71:0d:0d:95:ec,WIFI Kepler2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:39,108,5540,-74,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
10:b3:d5:c2:af:c2,Visiteurs Kepler,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:39,11,2462,-65,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
10:b3:d5:c2:af:c3,WIFI Kepler2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:39,11,2462,-64,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
bc:30:7e:bc:83:32,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:39,36,5180,-79,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
10:b3:d5:b6:e8:4d,Visiteurs Kepler,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:39,136,5680,-65,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
10:b3:d5:b6:e8:4c,WIFI Kepler2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:39,136,5680,-65,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
36:23:87:cc:e3:92,DIRECT-QX-BRAVIA,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2023-10-09 15:16:39,4,2427,-56,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
4c:71:0d:0e:da:2d,Visiteurs Kepler,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:39,48,5240,-86,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
4c:71:0d:0e:da:2c,WIFI Kepler2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:39,48,5240,-90,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
10:b3:d5:c2:b0:8c,WIFI Kepler2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:39,120,5600,-83,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
4c:71:0d:0e:da:22,Visiteurs Kepler,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:39,6,2437,-81,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
10:b3:d5:c2:b0:8d,Visiteurs Kepler,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:39,120,5600,-83,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
4c:71:0d:0e:da:23,WIFI Kepler2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:39,6,2437,-83,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
10:b3:d5:dc:ed:22,Visiteurs Kepler,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:39,1,2412,-71,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
10:b3:d5:b6:e8:42,Visiteurs Kepler,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:39,1,2412,-64,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
10:b3:d5:c2:af:cd,Visiteurs Kepler,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:39,36,5180,-62,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
10:b3:d5:c2:af:cc,WIFI Kepler2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:39,36,5180,-62,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
10:b3:d5:c2:b0:82,Visiteurs Kepler,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:39,11,2462,-72,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
10:b3:d5:c2:b0:83,WIFI Kepler2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:39,11,2462,-72,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
10:b3:d5:dc:ed:2c,WIFI Kepler2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:39,104,5520,-73,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
10:b3:d5:dc:ed:2d,Visiteurs Kepler,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:39,104,5520,-73,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
4c:71:0d:0d:95:e3,WIFI Kepler2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:39,6,2437,-74,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
4c:71:0d:0d:95:e2,Visiteurs Kepler,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:39,6,2437,-73,48.94207223593402,2.3058447241608246,134,157.5,,,WIFI
64:16:7f:9f:19:f5,Conference,Smartphone;10,2023-10-09 15:16:39,,524,-68,48.94207223593402,2.3058447241608246,134,157.5,,,BT
4c:87:5d:60:db:79,LE-Barracuda,Uncategorized;10,2023-10-09 15:16:40,,7936,-59,48.94206754177977,2.305848119857113,133,55.5,,,BT
54:35:30:03:c1:49,BRAVIA,Display/Speaker;10,2023-10-09 15:16:40,,1084,-74,48.94206754177977,2.305848119857113,133,55.5,,,BT
54:35:30:03:c1:2a,BRAVIA,Display/Speaker;10,2023-10-09 15:16:40,,1084,-85,48.94206754177977,2.305848119857113,133,55.5,,,BT
4c:87:5d:60:ce:11,LE-reserved_C,Uncategorized;10,2023-10-09 15:16:42,,7936,-54,48.94206183786056,2.3058353049142974,49,54,,,BT
d9:a1:10:95:d0:30,Myfox R,Uncategorized;10,2023-10-09 15:16:44,,7936,-77,48.94207747500258,2.305826220691558,84,54,,,BT
54:35:30:03:c1:2a,BRAVIA,Display/Speaker;10,2023-10-09 15:16:53,,1084,-79,48.94211486353261,2.3058113030929017,88,48.5,,,BT
62:f7:4b:b5:c0:98,,Uncategorized;10,2023-10-09 15:16:53,,7936,-86,48.94211486353261,2.3058113030929017,88,48.5,,,BT
7b:bb:07:53:04:db,,Uncategorized;10,2023-10-09 15:16:53,,7936,-69,48.94211486353261,2.3058113030929017,88,48.5,,,BT
4c:71:0d:0f:a5:a2,Visiteurs Kepler,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:54,6,2437,-87,48.94211273102555,2.305812507942364,54,48,,,WIFI
10:b3:d5:c2:af:c2,Visiteurs Kepler,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:54,11,2462,-60,48.94211273102555,2.305812507942364,54,48,,,WIFI
10:b3:d5:b6:e8:43,WIFI Kepler2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:16:54,1,2412,-65,48.94211273102555,2.305812507942364,54,48,,,WIFI
62:f7:4b:b5:c0:98,,Uncategorized;10,2023-10-09 15:17:05,,7936,-70,48.94194954777149,2.30581524545128,132,48.5,,,BT
4c:71:0d:0f:a5:a3,WIFI Kepler2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:17:05,6,2437,-87,48.94194954777149,2.30581524545128,132,48.5,,,WIFI
10:b3:d5:c2:af:c3,WIFI Kepler2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:17:05,11,2462,-59,48.94194954777149,2.30581524545128,132,48.5,,,WIFI
10:b3:d5:dc:ed:23,WIFI Kepler2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:17:05,1,2412,-70,48.94194954777149,2.30581524545128,132,48.5,,,WIFI
4c:71:0d:0d:95:e3,WIFI Kepler2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:17:05,6,2437,-68,48.94194954777149,2.30581524545128,132,48.5,,,WIFI
4c:71:0d:0d:95:e2,Visiteurs Kepler,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-09 15:17:05,6,2437,-66,48.94194954777149,2.30581524545128,132,48.5,,,WIFI
54:35:30:03:c1:49,BRAVIA,Display/Speaker;10,2023-10-09 15:17:05,,1084,-66,48.94194954777149,2.30581524545128,132,48.5,,,BT
d9:a1:10:95:d0:30,Myfox R,Uncategorized;10,2023-10-09 15:17:05,,7936,-71,48.94194954777149,2.30581524545128,132,48.5,,,BT
7b:bb:07:53:04:db,,Uncategorized;10,2023-10-09 15:17:35,,7936,-63,48.94212282659428,2.305733014988687,113,49.5,,,BT
78:8c:b5:b8:11:fb,Router-HGH,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2023-10-09 22:16:47,9,2452,-76,48.97733063419434,2.2691800960838244,219,31.5,,,WIFI
f4:05:95:1a:2c:30,Bbox-HARIAN,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2023-10-09 22:16:47,11,2462,-59,48.97733063419434,2.2691800960838244,219,31.5,,,WIFI
f4:05:95:1a:2c:34,Bbox-HARIAN,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2023-10-09 22:16:47,100,5500,-57,48.97733063419434,2.2691800960838244,219,31.5,,,WIFI
cc:2d:1b:65:96:0e,SFR_9608,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],2023-10-09 22:16:47,1,2412,-80,48.97733063419434,2.2691800960838244,219,31.5,,,WIFI
f0:4d:d4:1e:e5:59,Bbox-9377257C,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2023-10-09 22:16:47,116,5580,-81,48.97733063419434,2.2691800960838244,219,31.5,,,WIFI
8a:4d:d4:1e:e5:5a,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][MFPC],2023-10-09 22:16:47,116,5580,-81,48.97733063419434,2.2691800960838244,219,31.5,,,WIFI
cc:2d:1b:65:96:0e,SFR_9608,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],2023-10-09 22:16:47,1,2412,-71,48.97733063419434,2.2691800960838244,219,31.5,,,WIFI
78:8c:b5:b8:11:fb,Router-HGH,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2023-10-09 22:27:21,9,2452,-78,48.978813848268146,2.2786798943907858,3289,34,,,WIFI
f4:05:95:1a:2c:34,Bbox-HARIAN,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2023-10-09 22:27:21,100,5500,-56,48.978813848268146,2.2786798943907858,3289,34,,,WIFI
cc:2d:1b:65:96:0e,SFR_9608,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],2023-10-09 22:27:21,1,2412,-64,48.978813848268146,2.2786798943907858,3289,34,,,WIFI
f0:4d:d4:1e:e5:59,Bbox-9377257C,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2023-10-09 22:27:21,116,5580,-83,48.978813848268146,2.2786798943907858,3289,34,,,WIFI
8a:4d:d4:1e:e5:5a,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][MFPC],2023-10-09 22:27:21,116,5580,-85,48.978813848268146,2.2786798943907858,3289,34,,,WIFI
ac:3b:77:73:3f:70,Bbox-9375B146,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][ESS][WPS],2023-10-09 22:27:21,11,2462,-84,48.978813848268146,2.2786798943907858,3289,34,,,WIFI
f4:05:95:1a:2c:34,Bbox-HARIAN,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2023-10-09 22:27:38,100,5500,-57,48.97821092250374,2.2766771101879364,101,48.5,,,WIFI
f0:4d:d4:1e:e5:59,Bbox-9377257C,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2023-10-09 22:27:38,116,5580,-85,48.97821092250374,2.2766771101879364,101,48.5,,,WIFI
8a:4d:d4:1e:e5:5a,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][MFPC],2023-10-09 22:27:38,116,5580,-85,48.97821092250374,2.2766771101879364,101,48.5,,,WIFI
94:de:b8:e1:af:04,EO0002028D,Uncategorized;10,2023-10-10 09:09:52,,7936,-88,48.9408997197754,2.3036448593952596,110,8.5,,,BT
28:63:bd:65:06:41,"RENAULT-TRUCKS          ",Handsfree;10,2023-10-10 09:09:52,,1032,-87,48.9408997197754,2.3036448593952596,110,8.5,,,BT
bc:42:8c:6c:7c:13,,Handsfree;10,2023-10-10 09:09:52,,1032,-79,48.9408997197754,2.3036448593952596,110,8.5,,,BT
2c:11:65:42:02:8a,EO0001DD3D,Uncategorized;10,2023-10-10 09:09:52,,7936,-85,48.9408997197754,2.3036448593952596,110,8.5,,,BT
94:de:b8:6d:34:e0,EO00020267,Uncategorized;10,2023-10-10 09:09:53,,7936,-81,48.940869360514206,2.303721129509836,83,8,,,BT
94:de:b8:6d:3c:27,EO000202E0,Uncategorized;10,2023-10-10 09:09:55,,7936,-89,48.94085273031807,2.3037408992827753,73,8,,,BT
28:ec:9a:1b:bc:03,C5-0043E854-7F,Uncategorized,2023-10-10 09:09:55,,7936,-88,48.94085273031807,2.3037408992827753,73,8,,,BLE
94:de:b8:6d:30:b9,EO00020323,Uncategorized;10,2023-10-10 09:09:55,,7936,-87,48.94085273031807,2.3037408992827753,73,8,,,BLE
2c:11:65:41:fe:73,EO0001E359,Uncategorized;10,2023-10-10 09:09:55,,7936,-84,48.94085273031807,2.3037408992827753,73,8,,,BLE
84:71:27:a3:6c:6b,EO0001FA60,Uncategorized;10,2023-10-10 09:09:55,,7936,-91,48.94085273031807,2.3037408992827753,73,8,,,BLE
2c:11:65:40:a8:a0,EO0001E38A,Uncategorized;10,2023-10-10 09:09:55,,7936,-92,48.94085273031807,2.3037408992827753,73,8,,,BLE
94:de:b8:6d:46:b5,EO0002031B,Uncategorized;10,2023-10-10 09:09:55,,7936,-89,48.94085273031807,2.3037408992827753,73,8,,,BLE
2c:11:65:41:fe:59,EO0001E35A,Uncategorized,2023-10-10 09:09:55,,7936,-90,48.94085273031807,2.3037408992827753,73,8,,,BLE
38:5b:44:ea:8c:05,EO00020A2B,Uncategorized;10,2023-10-10 09:09:55,,7936,-83,48.94085273031807,2.3037408992827753,73,8,,,BLE
45:77:ae:dc:ed:94,,Uncategorized;10,2023-10-10 09:09:55,,7936,-85,48.94085273031807,2.3037408992827753,73,8,,,BT
28:63:bd:65:06:41,"RENAULT-TRUCKS          ",Handsfree;10,2023-10-10 09:09:56,,1032,-78,48.94083548377055,2.3037659157618724,74,3.5,,,BT
64:05:e4:f3:11:83,,Handsfree;10,2023-10-10 09:09:58,,1032,-85,48.94082073976277,2.3037645226754178,74,2.5,,,BT
f9:47:7b:cf:57:51,,Misc,2023-10-10 09:10:00,,,-88,48.94080295488633,2.303761517200179,76,2,,,BLE
f4:23:47:0c:3b:77,,Misc,2023-10-10 09:10:00,,,-81,48.94080295488633,2.303761517200179,76,2,,,BLE
04:0d:84:fb:be:d9,EO00020B15,Uncategorized,2023-10-10 09:10:00,,7936,-85,48.94080295488633,2.303761517200179,76,2,,,BLE
62:71:c9:d8:74:82,,Misc,2023-10-10 09:10:00,,,-93,48.94080295488633,2.303761517200179,76,2,,,BLE
94:de:b8:e4:47:58,EO000202AC,Uncategorized;10,2023-10-10 09:10:00,,7936,-90,48.94080295488633,2.303761517200179,76,2,,,BLE
4c:1e:76:ef:ec:71,,Misc,2023-10-10 09:10:05,,,-84,48.94073698533351,2.30377313039026,71,2,,,BLE
fc:b1:e2:76:59:31,,Misc,2023-10-10 09:10:05,,,-88,48.94073698533351,2.30377313039026,71,2,,,BLE
94:de:b8:72:de:70,EO00020333,Uncategorized,2023-10-10 09:10:05,,7936,-84,48.94073698533351,2.30377313039026,71,2,,,BLE
2c:11:65:40:a8:a0,EO0001E38A,Uncategorized;10,2023-10-10 09:10:05,,7936,-87,48.94073698533351,2.30377313039026,71,2,,,BLE
94:de:b8:72:de:71,EO00020331,Uncategorized,2023-10-10 09:10:05,,7936,-91,48.94073698533351,2.30377313039026,71,2,,,BLE
e0:d4:cd:c6:80:d5,,Misc,2023-10-10 09:11:28,,,-82,48.94005829409475,2.303685139153713,83,9.5,,,BLE
52:32:20:2c:86:41,,Misc,2023-10-10 09:11:28,,,-84,48.94005829409475,2.303685139153713,83,9.5,,,BLE
ec:77:e2:6c:d9:ed,,Misc,2023-10-10 09:11:28,,,-91,48.94005829409475,2.303685139153713,83,9.5,,,BLE
ee:e8:83:65:08:7e,,Misc,2023-10-10 09:11:28,,,-77,48.94005829409475,2.303685139153713,83,9.5,,,BLE
94:de:b8:e1:af:3f,EO0002028F,Misc,2023-10-10 09:11:28,,7936,-91,48.94005829409475,2.303685139153713,83,9.5,,,BLE
2c:11:65:42:02:8a,EO0001DD3D,Uncategorized;10,2023-10-10 09:11:28,,7936,-76,48.94005829409475,2.303685139153713,83,9.5,,,BT
2c:11:65:45:9c:ec,EO0001E38D,Uncategorized,2023-10-10 09:11:28,,7936,-85,48.94005829409475,2.303685139153713,83,9.5,,,BLE
fa:6e:b0:cd:c1:d5,,Misc,2023-10-10 09:11:28,,,-94,48.94005829409475,2.303685139153713,83,9.5,,,BLE
68:50:bc:13:b6:2a,,Misc,2023-10-10 09:11:28,,,-91,48.94005829409475,2.303685139153713,83,9.5,,,BLE
ec:85:b4:50:27:3e,,Misc,2023-10-10 09:11:28,,,-78,48.94005829409475,2.303685139153713,83,9.5,,,BLE
c1:82:0b:a3:bb:d8,,Misc,2023-10-10 09:11:28,,,-85,48.94005829409475,2.303685139153713,83,9.5,,,BLE
2c:11:65:41:f5:99,EO0001E357,Uncategorized,2023-10-10 09:11:28,,7936,-87,48.94005829409475,2.303685139153713,83,9.5,,,BLE
94:de:b8:72:de:71,EO00020331,Uncategorized,2023-10-10 09:11:28,,7936,-72,48.94005829409475,2.303685139153713,83,9.5,,,BLE
70:1c:d7:bc:ec:6f,,Misc,2023-10-10 09:11:28,,,-87,48.94005829409475,2.303685139153713,83,9.5,,,BLE
7d:86:14:78:76:9f,,Misc,2023-10-10 09:11:28,,,-85,48.94005829409475,2.303685139153713,83,9.5,,,BLE
94:de:b8:72:de:72,EO00020330,Uncategorized,2023-10-10 09:11:28,,7936,-79,48.94005829409475,2.303685139153713,83,9.5,,,BLE
d9:29:db:d9:4f:66,,Misc,2023-10-10 09:11:28,,,-93,48.94005829409475,2.303685139153713,83,9.5,,,BLE
58:92:3e:6f:80:b6,,Misc,2023-10-10 09:11:28,,,-90,48.94005829409475,2.303685139153713,83,9.5,,,BLE
46:06:b7:07:87:5c,,Misc,2023-10-10 09:11:28,,,-87,48.94005829409475,2.303685139153713,83,9.5,,,BLE
94:de:b8:e4:47:58,EO000202AC,Uncategorized;10,2023-10-10 09:11:28,,7936,-81,48.94005829409475,2.303685139153713,83,9.5,,,BLE
f8:ba:f0:cd:ba:15,,Misc,2023-10-10 09:11:28,,,-92,48.94005829409475,2.303685139153713,83,9.5,,,BLE
94:de:b8:6d:34:ed,EO00020270,Uncategorized,2023-10-10 09:11:28,,7936,-88,48.94005829409475,2.303685139153713,83,9.5,,,BLE
94:de:b8:e1:af:05,EO00020263,Uncategorized,2023-10-10 09:11:28,,7936,-86,48.94005829409475,2.303685139153713,83,9.5,,,BLE
46:2f:cd:42:c3:09,,Misc,2023-10-10 09:11:28,,,-87,48.94005829409475,2.303685139153713,83,9.5,,,BLE
70:1c:d7:bc:ec:6f,,Misc,2023-10-10 09:11:28,,,-81,48.94005829409475,2.303685139153713,83,9.5,,,BLE
5d:0b:41:5e:8d:15,,Misc,2023-10-10 09:11:28,,,-93,48.94005829409475,2.303685139153713,83,9.5,,,BLE
04:ca:d4:ea:b0:64,,Misc,2023-10-10 09:11:28,,,-89,48.94005829409475,2.303685139153713,83,9.5,,,BLE
ec:85:a3:c3:e4:75,,Misc,2023-10-10 09:11:28,,,-86,48.94005829409475,2.303685139153713,83,9.5,,,BLE
42:ea:d5:71:5a:5b,,Misc,2023-10-10 09:11:28,,,-91,48.94005829409475,2.303685139153713,83,9.5,,,BLE
04:c4:61:17:94:f5,MB Hotspot 08803,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-10 09:11:37,6,2437,-87,48.939749691738236,2.3042779091383614,81,2,,,WIFI
ea:48:b8:81:12:23,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-10 09:11:37,36,5180,-90,48.939749691738236,2.3042779091383614,81,2,,,WIFI
1c:b9:c4:ee:38:08,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-10 09:11:37,12,2467,-80,48.939749691738236,2.3042779091383614,81,2,,,WIFI
1c:b9:c4:ee:38:09,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-10 09:11:37,12,2467,-82,48.939749691738236,2.3042779091383614,81,2,,,WIFI
cc:2d:21:35:b0:f1,UBI-Secure,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-10 09:11:37,6,2437,-85,48.939749691738236,2.3042779091383614,81,2,,,WIFI
1c:b9:c4:2e:38:08,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-10 09:11:37,12,2467,-84,48.939749691738236,2.3042779091383614,81,2,,,WIFI
1c:b9:c4:2e:38:09,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][MFPC],2023-10-10 09:11:37,12,2467,-82,48.939749691738236,2.3042779091383614,81,2,,,WIFI
1c:b9:c4:6e:38:09,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][MFPC],2023-10-10 09:11:37,12,2467,-82,48.939749691738236,2.3042779091383614,81,2,,,WIFI
1c:b9:c4:6e:38:08,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][MFPC],2023-10-10 09:11:37,12,2467,-80,48.939749691738236,2.3042779091383614,81,2,,,WIFI
1c:b9:c4:6e:38:0a,McDonald's France,[ESS],2023-10-10 09:11:37,12,2467,-82,48.939749691738236,2.3042779091383614,81,2,,,WIFI
e8:48:b8:81:12:24,NEO_GENNEVILLIERS VOIE,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2023-10-10 09:11:37,1,2412,-80,48.939749691738236,2.3042779091383614,81,2,,,WIFI
e8:48:b8:81:12:23,NEO_GENNEVILLIERS VOIE,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2023-10-10 09:11:37,36,5180,-90,48.939749691738236,2.3042779091383614,81,2,,,WIFI
ea:48:b8:a1:12:24,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-10 09:11:37,1,2412,-86,48.939749691738236,2.3042779091383614,81,2,,,WIFI
1c:b9:c4:2e:38:0a,McD-Community,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-10 09:11:37,12,2467,-80,48.939749691738236,2.3042779091383614,81,2,,,WIFI
d4:20:b0:14:1d:24,HOTSPOT_LeroyMerlin,[ESS],2023-10-10 09:11:37,112,5560,-87,48.939749691738236,2.3042779091383614,81,2,,,WIFI
d4:20:b0:14:1d:22,GROUPEADEO,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],2023-10-10 09:11:37,112,5560,-87,48.939749691738236,2.3042779091383614,81,2,,,WIFI
d4:20:b0:14:1d:23,BYOD-ADEO,[ESS],2023-10-10 09:11:37,112,5560,-87,48.939749691738236,2.3042779091383614,81,2,,,WIFI
d4:20:b0:14:1d:21,lightweight_PC,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-10 09:11:37,112,5560,-87,48.939749691738236,2.3042779091383614,81,2,,,WIFI
d4:dc:09:bd:71:a3,BYOD-ADEO,[ESS],2023-10-10 09:11:37,108,5540,-81,48.939749691738236,2.3042779091383614,81,2,,,WIFI
d4:dc:09:bd:71:a4,HOTSPOT_LeroyMerlin,[ESS],2023-10-10 09:11:37,108,5540,-81,48.939749691738236,2.3042779091383614,81,2,,,WIFI
d4:dc:09:bd:71:a1,lightweight_PC,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-10 09:11:37,108,5540,-81,48.939749691738236,2.3042779091383614,81,2,,,WIFI
d4:dc:09:bd:71:a2,GROUPEADEO,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],2023-10-10 09:11:37,108,5540,-81,48.939749691738236,2.3042779091383614,81,2,,,WIFI
5e:ac:91:66:80:2e,Galaxy Note10+f849,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-10 09:11:37,11,2462,-68,48.939749691738236,2.3042779091383614,81,2,,,WIFI
d4:20:b0:14:1d:15,HOTSPOT_LeroyMerlin,[ESS],2023-10-10 09:11:37,11,2462,-82,48.939749691738236,2.3042779091383614,81,2,,,WIFI
d4:20:b0:14:1d:13,LMIOT,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-10 09:11:37,11,2462,-88,48.939749691738236,2.3042779091383614,81,2,,,WIFI
d4:20:b0:14:1d:14,BYOD-ADEO,[ESS],2023-10-10 09:11:37,11,2462,-77,48.939749691738236,2.3042779091383614,81,2,,,WIFI
30:df:17:06:8c:b0,AndroidAuto_8cb0,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-10 09:11:37,149,5745,-86,48.939749691738236,2.3042779091383614,81,2,,,WIFI
d4:20:b0:14:1d:11,lightweight_PC,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-10 09:11:37,11,2462,-82,48.939749691738236,2.3042779091383614,81,2,,,WIFI
d4:20:b0:14:1d:12,GROUPEADEO,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],2023-10-10 09:11:37,11,2462,-79,48.939749691738236,2.3042779091383614,81,2,,,WIFI
50:0f:f5:3d:a3:49,UBI-Secure,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-10 09:11:41,6,2437,-84,48.93967588432738,2.3043280169933573,85,1.5,,,WIFI
d4:20:b0:14:1d:15,HOTSPOT_LeroyMerlin,[ESS],2023-10-10 09:11:41,11,2462,-75,48.93967588432738,2.3043280169933573,85,1.5,,,WIFI
d4:20:b0:14:1d:13,LMIOT,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2023-10-10 09:11:41,11,2462,-74,48.93967588432738,2.3043280169933573,85,1.5,,,WIFI
d4:dc:09:bd:71:95,HOTSPOT_LeroyMerlin,[ESS],2023-10-10 09:11:41,1,2412,-83,48.93967588432738,2.3043280169933573,85,1.5,,,WIFI
d4:20:b0:14:1d:14,BYOD-ADEO,[ESS],2023-10-10 09:11:41,11,2462,-72,48.93967588432738,2.3043280169933573,85,1.5,,,WIFI
